id_recorrido,duracion_recorrido,fecha_origen_recorrido,id_estacion_origen,nombre_estacion_origen,direccion_estacion_origen,long_estacion_origen,lat_estacion_origen,fecha_destino_recorrido,id_estacion_destino,nombre_estacion_destino,direccion_estacion_destino,long_estacion_destino,lat_estacion_destino,id_usuario,modelo_bicicleta
7736931BAEcobici,1263,2020-05-18 12:17:22 UTC,392BAEcobici,297 - TRONADOR Y GARCÍA DEL RÍO,Tronador y Garcia del Rio,-58.485381,-34.554581,2020-05-18 12:38:25 UTC,278BAEcobici,233 - MONROE,2519 Superi,-58.469813,-34.564122,248496BAEcobici,ICONIC
7737950BAEcobici,3650,2020-05-18 19:00:32 UTC,215BAEcobici,113 - Guatemala,Guatemala 4773,-58.424996,-34.585878,2020-05-18 20:01:22 UTC,235BAEcobici,281 - Villa Urquiza,Triunvirato Av. & Roosevelt Franklin D. Av.,-58.487074,-34.573795,248496BAEcobici,ICONIC
7736989BAEcobici,1070,2020-05-18 12:56:18 UTC,278BAEcobici,233 - MONROE,2519 Superi,-58.469813,-34.564122,2020-05-18 13:14:08 UTC,329BAEcobici,100 - Plaza Gurruchaga,1078 Gurruchaga,-58.435187,-34.593141,248496BAEcobici,ICONIC
7737658BAEcobici,415,2020-05-18 17:05:13 UTC,329BAEcobici,100 - Plaza Gurruchaga,1078 Gurruchaga,-58.435187,-34.593141,2020-05-18 17:12:08 UTC,215BAEcobici,113 - Guatemala,Guatemala 4773,-58.424996,-34.585878,248496BAEcobici,ICONIC
7737732BAEcobici,1692,2020-05-18 17:34:05 UTC,2BAEcobici,002 - Retiro I,"Ramos Mejia, Jose Maria, Dr. Av. & Del Libertador Av.",-58.3747151,-34.5924233,2020-05-18 18:02:17 UTC,25BAEcobici,025 - Plaza Guemes,"Salguero, Jeronimo & Mansilla, Lucio Norberto, General",-58.4161178,-34.5894269,73735BAEcobici,ICONIC
7736866BAEcobici,2169,2020-05-18 11:50:12 UTC,150BAEcobici,150 - RODRIGO BUENO,Av. España 2200,-58.3554654,-34.6187547,2020-05-18 12:26:21 UTC,156BAEcobici,156 - Plaza Alemania,2939 Cavia,-58.4074696,-34.5775895,27275BAEcobici,ICONIC
7738163BAEcobici,1228,2020-05-18 21:43:43 UTC,196BAEcobici,196 - HOSPITAL ARGERICH,750 Pi Y Margall & Necochea,-58.3657211,-34.6275351,2020-05-18 22:04:11 UTC,153BAEcobici,153 - JUAN MANUEL DE BLANES,"383 Blanes, Juan Manuel",-58.3620701,-34.6307765,395620BAEcobici,ICONIC
7737453BAEcobici,1197,2020-05-18 15:58:14 UTC,50BAEcobici,050 - Hospital Rivadavia,2516 Pereyra Lucena,-58.4010798,-34.5837348,2020-05-18 16:18:11 UTC,308BAEcobici,251 - Solar de la Abadía,Maure 1819,-58.436752,-34.567633,225910BAEcobici,ICONIC
7738224BAEcobici,474,2020-05-18 23:20:49 UTC,308BAEcobici,251 - Solar de la Abadía,Maure 1819,-58.436752,-34.567633,2020-05-18 23:28:43 UTC,14BAEcobici,014 - Pacifico,"Santa Fe Av. & Bullrich, Int. Av.",-58.426387,-34.577424,225910BAEcobici,ICONIC
7736521BAEcobici,697,2020-05-18 08:41:14 UTC,273BAEcobici,223 - GAINZA,"494 Gainza, Martin De, Gral.",-58.446751,-34.616758,2020-05-18 08:52:51 UTC,82BAEcobici,082 - HOSPITAL ITALIANO,394 Rawson & Potosi,-58.4263947,-34.6078917,36273BAEcobici,ICONIC
7736984BAEcobici,1968,2020-05-18 12:52:55 UTC,193BAEcobici,193 - ARENALES Y AGUERO,Arenales y Aguero,-58.4061652,-34.5908626,2020-05-18 13:25:43 UTC,227BAEcobici,188 - Aranguren,"137 Aranguren, Juan F., Dr. & Portugal",-58.432786,-34.610456,476790BAEcobici,ICONIC
7736957BAEcobici,825,2020-05-18 12:36:11 UTC,263BAEcobici,270 - PLAZA DEL ANGEL GRIS,Calcena & Avellaneda Av.,-58.457555,-34.622003,2020-05-18 12:49:56 UTC,316BAEcobici,205 - SAN MARTIN,1471 Cucha Cucha,-58.453475,-34.605567,196447BAEcobici,ICONIC
7737427BAEcobici,1100,2020-05-18 15:48:11 UTC,316BAEcobici,205 - SAN MARTIN,1471 Cucha Cucha,-58.453475,-34.605567,2020-05-18 16:06:31 UTC,263BAEcobici,270 - PLAZA DEL ANGEL GRIS,Calcena & Avellaneda Av.,-58.457555,-34.622003,196447BAEcobici,ICONIC
7737270BAEcobici,1273,2020-05-18 14:51:44 UTC,116BAEcobici,116 - HOSPITAL ALEMÁN,Beruti & Ecuador,-58.4025894,-34.5921708,2020-05-18 15:12:57 UTC,14BAEcobici,014 - Pacifico,"Santa Fe Av. & Bullrich, Int. Av.",-58.426387,-34.577424,324BAEcobici,ICONIC
7737988BAEcobici,919,2020-05-18 19:21:43 UTC,181BAEcobici,181 - BILLINGHURST Y MANSILLA,"1520 Billinghurst & Mansilla, Lucio Norberto, General",-58.4120072,-34.5926649,2020-05-18 19:37:02 UTC,121BAEcobici,121 - YATAY,925 Yatay& Humahuaca,-58.4285093,-34.6011732,25729BAEcobici,ICONIC
7737466BAEcobici,622,2020-05-18 16:02:15 UTC,50BAEcobici,050 - Hospital Rivadavia,2516 Pereyra Lucena,-58.4010798,-34.5837348,2020-05-18 16:12:37 UTC,69BAEcobici,069 - Ecuador,"1226 Ecuador & Mansilla, Lucio Norberto, General",-58.4046092,-34.5961006,50031BAEcobici,ICONIC
7736688BAEcobici,1868,2020-05-18 10:03:16 UTC,220BAEcobici,097 - Avelino Diaz,Avelino Diaz&Doblas,-58.427573,-34.635128,2020-05-18 10:34:24 UTC,252BAEcobici,331 - CALIFORNIA,California y General Hornos,-58.374336,-34.647121,132844BAEcobici,ICONIC
7737522BAEcobici,643,2020-05-18 16:14:56 UTC,181BAEcobici,181 - BILLINGHURST Y MANSILLA,"1520 Billinghurst & Mansilla, Lucio Norberto, General",-58.4120072,-34.5926649,2020-05-18 16:25:39 UTC,99BAEcobici,099 - Malabia,780 Malabia & Loyola,-58.435408,-34.5960961,9480BAEcobici,ICONIC
7737591BAEcobici,2602,2020-05-18 16:41:40 UTC,201BAEcobici,175 - Esmeralda y Corrientes,Esmeralda y Corrientes,-58.378167,-34.6034449,2020-05-18 17:25:02 UTC,83BAEcobici,083 - Paraná,1590 Lavalle,-58.3893728,-34.603269,34595BAEcobici,ICONIC
7737331BAEcobici,918,2020-05-18 15:09:45 UTC,50BAEcobici,050 - Hospital Rivadavia,2516 Pereyra Lucena,-58.4010798,-34.5837348,2020-05-18 15:25:03 UTC,33BAEcobici,033 - Facultad de Medicina,Pres. José Evaristo Uriburu 987,-58.3989807,-34.5970909,606685BAEcobici,ICONIC
7737857BAEcobici,1329,2020-05-18 18:18:56 UTC,231BAEcobici,384 - PLAZA BENITO NAZAR,"Virasoro, Valentin & Figueroa, D Apolinario, Coronel",-58.445897,-34.605109,2020-05-18 18:41:05 UTC,165BAEcobici,165 - PLAZA MONSEÑOR MIGUEL DE ANDREA,Dr Tomas Manuel De  Anchorena &  Jose A. Cabrera,-58.407614,-34.597048,51978BAEcobici,ICONIC
7737157BAEcobici,1429,2020-05-18 14:04:32 UTC,2BAEcobici,002 - Retiro I,"Ramos Mejia, Jose Maria, Dr. Av. & Del Libertador Av.",-58.3747151,-34.5924233,2020-05-18 14:28:21 UTC,66BAEcobici,066 - Billinghurst,3508 Carcova,-58.4138713,-34.5945475,665914BAEcobici,ICONIC
7737946BAEcobici,616,2020-05-18 18:58:07 UTC,153BAEcobici,153 - JUAN MANUEL DE BLANES,"383 Blanes, Juan Manuel",-58.3620701,-34.6307765,2020-05-18 19:08:23 UTC,117BAEcobici,117 - HUMBERTO 1°,Peru  1016,-58.3741759,-34.6201008,140266BAEcobici,ICONIC
7737708BAEcobici,1472,2020-05-18 17:27:37 UTC,162BAEcobici,162 - LARREA Y BARTOLOMÉ MITRE,80 Larrea,-58.401924,-34.608985,2020-05-18 17:52:09 UTC,95BAEcobici,095 - ESMERALDA,ESMERALDA 516,-58.3781678,-34.6021121,655207BAEcobici,ICONIC
7737356BAEcobici,1664,2020-05-18 15:20:08 UTC,433BAEcobici,273 - Plazoleta Colombia,1619 Brandsen,-58.373726,-34.637697,2020-05-18 15:47:52 UTC,319BAEcobici,329 - PASO Y LAVALLE,486 Paso,-58.4036,-34.6036,657833BAEcobici,ICONIC
7737540BAEcobici,825,2020-05-18 16:23:13 UTC,165BAEcobici,165 - PLAZA MONSEÑOR MIGUEL DE ANDREA,Dr Tomas Manuel De  Anchorena &  Jose A. Cabrera,-58.407614,-34.597048,2020-05-18 16:36:58 UTC,215BAEcobici,113 - Guatemala,Guatemala 4773,-58.424996,-34.585878,657833BAEcobici,ICONIC
7738096BAEcobici,1048,2020-05-18 20:37:39 UTC,194BAEcobici,194 - PERÓN Y ACUÑA DE FIGUEROA,3997 TTE. GENERAL JUAN DOMINGO PERON,-58.4224635,-34.6060758,2020-05-18 20:55:07 UTC,158BAEcobici,158 - VILLARROEL,1321 Villarroel & Humboldt CABA,-58.4450697,-34.592735,425094BAEcobici,ICONIC
7736437BAEcobici,1169,2020-05-18 08:01:51 UTC,146BAEcobici,146 - Hospital Francés,"3024 Calvo, Carlos",-58.4078419,-34.6221118,2020-05-18 08:21:20 UTC,183BAEcobici,183 - VIRREY CEVALLOS,Mexico 1652,-58.3899728,-34.6156994,146624BAEcobici,ICONIC
7737242BAEcobici,1598,2020-05-18 14:36:19 UTC,7BAEcobici,007 - OBELISCO,CARLOS PELEGRINI 215,-58.381098,-34.606498,2020-05-18 15:02:57 UTC,29BAEcobici,029 - Parque Centenario,Av. Patricias Argentinas & Estivao,-58.4335573,-34.6079414,124493BAEcobici,ICONIC
7736562BAEcobici,3275,2020-05-18 08:58:28 UTC,231BAEcobici,384 - PLAZA BENITO NAZAR,"Virasoro, Valentin & Figueroa, D Apolinario, Coronel",-58.445897,-34.605109,2020-05-18 09:53:03 UTC,36BAEcobici,036 - MAIPÚ,MAIPÙ 300,-58.3767677,-34.6045481,124493BAEcobici,ICONIC
7738108BAEcobici,1670,2020-05-18 20:55:27 UTC,58BAEcobici,058 - Ministro Carranza,Santa Fe Av. & Dorrego,-58.4346883,-34.5752773,2020-05-18 21:23:17 UTC,350BAEcobici,234 - Valdenegro,2831 Valdenegro,-58.4851455,-34.567996,140919BAEcobici,ICONIC
7736193BAEcobici,640,2020-05-18 01:30:52 UTC,12BAEcobici,012 - Plaza Vicente Lopez,Parana & Juncal,-58.388807,-34.5927096,2020-05-18 01:41:32 UTC,130BAEcobici,130 - RETIRO II,"Ramos Mejia, Av Dr Jose Maria & Av. Del Libertador",-58.3745419,-34.5921056,665938BAEcobici,ICONIC
7737239BAEcobici,671,2020-05-18 14:35:32 UTC,432BAEcobici,187 - Jose Maria Moreno,141 Jose Maria Moreno,-58.435801,-34.619879,2020-05-18 14:46:43 UTC,204BAEcobici,167 - Hipólito Yrigoyen,"4300 Yrigoyen, Hipolito Av.",-58.427818,-34.614948,581880BAEcobici,ICONIC
7738006BAEcobici,1138,2020-05-18 19:29:35 UTC,204BAEcobici,167 - Hipólito Yrigoyen,"4300 Yrigoyen, Hipolito Av.",-58.427818,-34.614948,2020-05-18 19:48:33 UTC,299BAEcobici,221 - CULPINA,Culpina 121,-58.466143,-34.631705,581880BAEcobici,ICONIC
7737513BAEcobici,1133,2020-05-18 16:13:14 UTC,194BAEcobici,194 - PERÓN Y ACUÑA DE FIGUEROA,3997 TTE. GENERAL JUAN DOMINGO PERON,-58.4224635,-34.6060758,2020-05-18 16:32:07 UTC,286BAEcobici,284 - BONIFACIO Y CARABOBO,"1913 Bonifacio, Jose",-58.4551112,-34.6304712,256493BAEcobici,ICONIC
7737893BAEcobici,955,2020-05-18 18:29:15 UTC,101BAEcobici,101 - Fitz Roy,Fitz Roy  1092 & Loyola,-58.4424397,-34.5891857,2020-05-18 18:45:10 UTC,269BAEcobici,260 - SAN MIGUEL DE GARICOITS,"Delgado & Loreto, Virrey",-58.457799,-34.577329,510027BAEcobici,ICONIC
7737531BAEcobici,1620,2020-05-18 16:19:21 UTC,23BAEcobici,023 - Suipacha,Suipacha & Viamonte,-58.379836,-34.600139,2020-05-18 16:46:21 UTC,161BAEcobici,161 - Humahuaca,3912 Humahuaca,-58.4196761,-34.6020779,665944BAEcobici,ICONIC
7736322BAEcobici,294,2020-05-18 06:31:37 UTC,275BAEcobici,256 - PLAZA NORUEGA,Amenabar y Mendoza,-58.459148,-34.562396,2020-05-18 06:36:31 UTC,274BAEcobici,369 - Ciudad De La Paz,2816 Ciudad de la Paz CABA,-58.4630428,-34.5563511,301801BAEcobici,ICONIC
7736830BAEcobici,176,2020-05-18 11:31:26 UTC,7BAEcobici,007 - OBELISCO,CARLOS PELEGRINI 215,-58.381098,-34.606498,2020-05-18 11:34:22 UTC,23BAEcobici,023 - Suipacha,Suipacha & Viamonte,-58.379836,-34.600139,665948BAEcobici,ICONIC
7736268BAEcobici,1753,2020-05-18 05:45:47 UTC,50BAEcobici,050 - Hospital Rivadavia,2516 Pereyra Lucena,-58.4010798,-34.5837348,2020-05-18 06:15:00 UTC,231BAEcobici,384 - PLAZA BENITO NAZAR,"Virasoro, Valentin & Figueroa, D Apolinario, Coronel",-58.445897,-34.605109,263024BAEcobici,ICONIC
7737527BAEcobici,1352,2020-05-18 16:17:23 UTC,231BAEcobici,384 - PLAZA BENITO NAZAR,"Virasoro, Valentin & Figueroa, D Apolinario, Coronel",-58.445897,-34.605109,2020-05-18 16:39:55 UTC,190BAEcobici,190 - JUNCAL,"Juncal & Salguero, Jeronimo",-58.4111136,-34.5850763,263024BAEcobici,ICONIC
7736543BAEcobici,2389,2020-05-18 08:50:13 UTC,223BAEcobici,178 - José Marmol,803 José Marmol,-58.424853,-34.6234,2020-05-18 09:30:02 UTC,23BAEcobici,023 - Suipacha,Suipacha & Viamonte,-58.379836,-34.600139,665965BAEcobici,ICONIC
7737839BAEcobici,2545,2020-05-18 18:12:06 UTC,95BAEcobici,095 - ESMERALDA,ESMERALDA 516,-58.3781678,-34.6021121,2020-05-18 18:54:31 UTC,223BAEcobici,178 - José Marmol,803 José Marmol,-58.424853,-34.6234,665965BAEcobici,ICONIC
7737079BAEcobici,1531,2020-05-18 13:35:03 UTC,323BAEcobici,240 - ECHEVERRIA,1981 Vidal,-58.459298,-34.565409,2020-05-18 14:00:34 UTC,268BAEcobici,399 - GARCIA DEL RIO,GARCIA DEL RIO & PINTO,-58.476521,-34.550015,396272BAEcobici,ICONIC
7737058BAEcobici,2542,2020-05-18 13:23:00 UTC,263BAEcobici,270 - PLAZA DEL ANGEL GRIS,Calcena & Avellaneda Av.,-58.457555,-34.622003,2020-05-18 14:05:22 UTC,263BAEcobici,270 - PLAZA DEL ANGEL GRIS,Calcena & Avellaneda Av.,-58.457555,-34.622003,193325BAEcobici,ICONIC
7736942BAEcobici,923,2020-05-18 12:24:31 UTC,273BAEcobici,223 - GAINZA,"494 Gainza, Martin De, Gral.",-58.446751,-34.616758,2020-05-18 12:39:54 UTC,295BAEcobici,392 - Calasanz,San Jose De Calasanz & Valle,-58.437683,-34.624802,466BAEcobici,ICONIC
7736701BAEcobici,1132,2020-05-18 10:08:59 UTC,85BAEcobici,085 - AGUERO,"Aguero & Mansilla, Lucio Norberto, General",-58.4091784,-34.5948057,2020-05-18 10:27:51 UTC,101BAEcobici,101 - Fitz Roy,Fitz Roy  1092 & Loyola,-58.4424397,-34.5891857,157023BAEcobici,ICONIC
7737144BAEcobici,807,2020-05-18 13:59:27 UTC,275BAEcobici,256 - PLAZA NORUEGA,Amenabar y Mendoza,-58.459148,-34.562396,2020-05-18 14:12:54 UTC,264BAEcobici,283 - CNEL. JUAN CRUZ CZETZ,"Balbin, Ricardo, Dr. Av. & Larralde, Crisologo Av.",-58.4812325,-34.5559308,595172BAEcobici,ICONIC
7736509BAEcobici,637,2020-05-18 08:36:04 UTC,186BAEcobici,186 - MANZANA 66,2875 Moreno,-58.4064415,-34.6136356,2020-05-18 08:46:41 UTC,171BAEcobici,171 - Pasteur,519 Pasteur,-58.3997553,-34.6032813,542782BAEcobici,ICONIC
7738088BAEcobici,1441,2020-05-18 20:31:06 UTC,122BAEcobici,122 - COSTA RICA,Costa Rica 4090,-58.4204199,-34.5916569,2020-05-18 20:55:07 UTC,122BAEcobici,122 - COSTA RICA,Costa Rica 4090,-58.4204199,-34.5916569,665993BAEcobici,ICONIC
7737071BAEcobici,4183,2020-05-18 13:32:33 UTC,122BAEcobici,122 - COSTA RICA,Costa Rica 4090,-58.4204199,-34.5916569,2020-05-18 14:42:16 UTC,122BAEcobici,122 - COSTA RICA,Costa Rica 4090,-58.4204199,-34.5916569,665998BAEcobici,ICONIC
7737442BAEcobici,1857,2020-05-18 15:52:29 UTC,263BAEcobici,270 - PLAZA DEL ANGEL GRIS,Calcena & Avellaneda Av.,-58.457555,-34.622003,2020-05-18 16:23:26 UTC,263BAEcobici,270 - PLAZA DEL ANGEL GRIS,Calcena & Avellaneda Av.,-58.457555,-34.622003,666001BAEcobici,ICONIC
7737307BAEcobici,96,2020-05-18 15:00:00 UTC,116BAEcobici,116 - HOSPITAL ALEMÁN,Beruti & Ecuador,-58.4025894,-34.5921708,2020-05-18 15:01:36 UTC,116BAEcobici,116 - HOSPITAL ALEMÁN,Beruti & Ecuador,-58.4025894,-34.5921708,26139BAEcobici,ICONIC
7737063BAEcobici,2223,2020-05-18 13:27:49 UTC,59BAEcobici,018 - Independencia,Idependencia y Bernardo de Irigoyen,-58.380565,-34.617654,2020-05-18 14:04:52 UTC,69BAEcobici,069 - Ecuador,"1226 Ecuador & Mansilla, Lucio Norberto, General",-58.4046092,-34.5961006,380279BAEcobici,ICONIC
7738240BAEcobici,1477,2020-05-18 23:36:43 UTC,166BAEcobici,166 - Cementerio de Recoleta,Vicente López 2100,-58.394147942865644,-34.588346663239754,2020-05-19 00:01:20 UTC,17BAEcobici,017 - Plaza Almagro,"441 Bulnes & Peron, Juan Domingo, Tte. General",-58.4187306,-34.6064101,666008BAEcobici,ICONIC
7736712BAEcobici,634,2020-05-18 10:19:37 UTC,87BAEcobici,087 - Guayaquil,Guayaquil & Doblas,-58.4314942,-34.619845,2020-05-18 10:30:11 UTC,74BAEcobici,074 - INSTITUTO  LELOIR,Juana De Ibarbourou & Av Patricias Argentinas,-58.43454,-34.60439,249673BAEcobici,ICONIC
7736706BAEcobici,1846,2020-05-18 10:14:00 UTC,223BAEcobici,178 - José Marmol,803 José Marmol,-58.424853,-34.6234,2020-05-18 10:44:46 UTC,7BAEcobici,007 - OBELISCO,CARLOS PELEGRINI 215,-58.381098,-34.606498,666011BAEcobici,ICONIC
7738046BAEcobici,794,2020-05-18 20:01:46 UTC,105BAEcobici,105 - 15 DE NOVIEMBRE,2687 15 De Noviembre De 1889 & Catamarca,-58.4008662,-34.6340844,2020-05-18 20:15:00 UTC,175BAEcobici,147 - Constitución,Avenida Juan de Garay 1050,-58.380707,-34.626851,666012BAEcobici,ICONIC
7737444BAEcobici,1810,2020-05-18 15:53:38 UTC,263BAEcobici,270 - PLAZA DEL ANGEL GRIS,Calcena & Avellaneda Av.,-58.457555,-34.622003,2020-05-18 16:23:48 UTC,263BAEcobici,270 - PLAZA DEL ANGEL GRIS,Calcena & Avellaneda Av.,-58.457555,-34.622003,666013BAEcobici,ICONIC
7736178BAEcobici,2171,2020-05-18 00:23:37 UTC,193BAEcobici,193 - ARENALES Y AGUERO,Arenales y Aguero,-58.4061652,-34.5908626,2020-05-18 00:59:48 UTC,257BAEcobici,264 - Plaza Marcos Sastre,Miller & Monroe,-58.481236,-34.570825,62681BAEcobici,ICONIC
7736807BAEcobici,2227,2020-05-18 11:21:08 UTC,85BAEcobici,085 - AGUERO,"Aguero & Mansilla, Lucio Norberto, General",-58.4091784,-34.5948057,2020-05-18 11:58:15 UTC,9BAEcobici,009 - Parque Las Heras,"2300 Diaz, Cnel. Av. & French",-58.407741,-34.585443,498508BAEcobici,ICONIC
7736707BAEcobici,1230,2020-05-18 10:15:42 UTC,75BAEcobici,075 - Plaza Primero de Mayo,238 Pichincha,-58.3989871,-34.6122976,2020-05-18 10:36:12 UTC,444BAEcobici,061-Ministerio de Economia,"Balcarce e Yrigoyen, Hipolito Av.",-58.370716,-34.608936,666025BAEcobici,ICONIC
7736794BAEcobici,1753,2020-05-18 11:15:12 UTC,197BAEcobici,197 - PLAZA CIUDAD DE UDINE,Mercedes 1480,-58.493044,-34.620998,2020-05-18 11:44:25 UTC,231BAEcobici,384 - PLAZA BENITO NAZAR,"Virasoro, Valentin & Figueroa, D Apolinario, Coronel",-58.445897,-34.605109,121118BAEcobici,ICONIC
7736296BAEcobici,1683,2020-05-18 06:15:26 UTC,92BAEcobici,092 - Salcedo,2908 Salcedo & Dean Funes,-58.4053386,-34.6316444,2020-05-18 06:43:29 UTC,66BAEcobici,066 - Billinghurst,3508 Carcova,-58.4138713,-34.5945475,294093BAEcobici,ICONIC
7736375BAEcobici,1889,2020-05-18 07:29:19 UTC,392BAEcobici,297 - TRONADOR Y GARCÍA DEL RÍO,Tronador y Garcia del Rio,-58.485381,-34.554581,2020-05-18 08:00:48 UTC,214BAEcobici,142 - Armenia y Gorriti,Armenia 1525 y Gorriti,-58.428974,-34.590541,154013BAEcobici,ICONIC
7736352BAEcobici,2348,2020-05-18 07:08:09 UTC,424BAEcobici,387 - Luna,201 Luna,-58.39965,-34.638584,2020-05-18 07:47:17 UTC,227BAEcobici,188 - Aranguren,"137 Aranguren, Juan F., Dr. & Portugal",-58.432786,-34.610456,666052BAEcobici,ICONIC
7737833BAEcobici,1940,2020-05-18 18:10:42 UTC,165BAEcobici,165 - PLAZA MONSEÑOR MIGUEL DE ANDREA,Dr Tomas Manuel De  Anchorena &  Jose A. Cabrera,-58.407614,-34.597048,2020-05-18 18:43:02 UTC,165BAEcobici,165 - PLAZA MONSEÑOR MIGUEL DE ANDREA,Dr Tomas Manuel De  Anchorena &  Jose A. Cabrera,-58.407614,-34.597048,666054BAEcobici,ICONIC
7736442BAEcobici,1153,2020-05-18 08:05:56 UTC,151BAEcobici,151 - AIME PAINÉ,"Villaflor, Azucena & Paine, Aime",-58.361285,-34.6118145,2020-05-18 08:25:09 UTC,175BAEcobici,147 - Constitución,Avenida Juan de Garay 1050,-58.380707,-34.626851,348732BAEcobici,ICONIC
7736718BAEcobici,949,2020-05-18 10:22:13 UTC,128BAEcobici,128 - PARQUE DEL BAJO,"Madero, Eduardo Av. & Peron, Juan Domingo, Tte. General",-58.3689118,-34.6041138,2020-05-18 10:38:02 UTC,73BAEcobici,073 - Ruy Díaz de Guzmán,Avenida Martin Garcia y Ruy Díaz de Guzmán,-58.3718235,-34.6306814,130992BAEcobici,ICONIC
7736265BAEcobici,924,2020-05-18 05:44:22 UTC,6BAEcobici,006 - Parque Lezama,"Avenida Martin Garcia, 295",-58.369758,-34.628526,2020-05-18 05:59:46 UTC,128BAEcobici,128 - PARQUE DEL BAJO,"Madero, Eduardo Av. & Peron, Juan Domingo, Tte. General",-58.3689118,-34.6041138,130992BAEcobici,ICONIC
7736186BAEcobici,1014,2020-05-18 00:40:18 UTC,146BAEcobici,146 - Hospital Francés,"3024 Calvo, Carlos",-58.4078419,-34.6221118,2020-05-18 00:57:12 UTC,181BAEcobici,181 - BILLINGHURST Y MANSILLA,"1520 Billinghurst & Mansilla, Lucio Norberto, General",-58.4120072,-34.5926649,62487BAEcobici,ICONIC
7737392BAEcobici,856,2020-05-18 15:31:54 UTC,194BAEcobici,194 - PERÓN Y ACUÑA DE FIGUEROA,3997 TTE. GENERAL JUAN DOMINGO PERON,-58.4224635,-34.6060758,2020-05-18 15:46:10 UTC,66BAEcobici,066 - Billinghurst,3508 Carcova,-58.4138713,-34.5945475,666058BAEcobici,ICONIC
7738111BAEcobici,1495,2020-05-18 21:02:08 UTC,105BAEcobici,105 - 15 DE NOVIEMBRE,2687 15 De Noviembre De 1889 & Catamarca,-58.4008662,-34.6340844,2020-05-18 21:27:03 UTC,255BAEcobici,374 - Puan,Yerbal 1290,-58.448547,-34.622092,666060BAEcobici,ICONIC
7737062BAEcobici,1485,2020-05-18 13:27:05 UTC,255BAEcobici,374 - Puan,Yerbal 1290,-58.448547,-34.622092,2020-05-18 13:51:50 UTC,41BAEcobici,041 - Urquiza y Rondeau,"Urquiza, Gral. & Rondeau",-58.4076348,-34.6364511,666060BAEcobici,ICONIC
7737610BAEcobici,1152,2020-05-18 16:50:01 UTC,2BAEcobici,002 - Retiro I,"Ramos Mejia, Jose Maria, Dr. Av. & Del Libertador Av.",-58.3747151,-34.5924233,2020-05-18 17:09:13 UTC,8BAEcobici,008 - Congreso,"Cevallos, Virrey& Yrigoyen, Hipolito Av.",-58.3893364,-34.6094218,666062BAEcobici,ICONIC
7736229BAEcobici,1277,2020-05-18 03:07:02 UTC,318BAEcobici,285 - ESPINOSA,1785 Espinosa,-58.457317,-34.603936,2020-05-18 03:28:19 UTC,70BAEcobici,070 - ARAOZ,1413 Araoz & Gorriti CABA,-58.4260597,-34.5926862,77730BAEcobici,ICONIC
7737994BAEcobici,1031,2020-05-18 19:23:53 UTC,432BAEcobici,187 - Jose Maria Moreno,141 Jose Maria Moreno,-58.435801,-34.619879,2020-05-18 19:41:04 UTC,302BAEcobici,340 - PLAZA NUEVA POMPEYA,3817 Traful,-58.415771,-34.6518464,283346BAEcobici,ICONIC
7736307BAEcobici,1107,2020-05-18 06:23:16 UTC,392BAEcobici,297 - TRONADOR Y GARCÍA DEL RÍO,Tronador y Garcia del Rio,-58.485381,-34.554581,2020-05-18 06:41:43 UTC,257BAEcobici,264 - Plaza Marcos Sastre,Miller & Monroe,-58.481236,-34.570825,552441BAEcobici,ICONIC
7736312BAEcobici,578,2020-05-18 06:25:28 UTC,162BAEcobici,162 - LARREA Y BARTOLOMÉ MITRE,80 Larrea,-58.401924,-34.608985,2020-05-18 06:35:06 UTC,33BAEcobici,033 - Facultad de Medicina,Pres. José Evaristo Uriburu 987,-58.3989807,-34.5970909,65309BAEcobici,ICONIC
7736342BAEcobici,1142,2020-05-18 07:03:47 UTC,242BAEcobici,103 - MALBA,3051 San Martin De Tours,-58.403214,-34.57716,2020-05-18 07:22:49 UTC,96BAEcobici,096 - Carlos Gardel,3302 Guardia Vieja & Aguero,-58.4116586,-34.6027814,31042BAEcobici,ICONIC
7737581BAEcobici,561,2020-05-18 16:39:52 UTC,101BAEcobici,101 - Fitz Roy,Fitz Roy  1092 & Loyola,-58.4424397,-34.5891857,2020-05-18 16:49:13 UTC,104BAEcobici,104 - Federico Lacroze,Av. Guzman 1100 & Av. Corrientes,-58.455212,-34.587617,250857BAEcobici,ICONIC
7736391BAEcobici,753,2020-05-18 07:40:17 UTC,49BAEcobici,049 - 33 Orientales,Constitucion & Treinta Y Tres Orientales,-58.422611,-34.6290527,2020-05-18 07:52:50 UTC,389BAEcobici,286 - OEA,Del Barco Centenera 741,-58.44024,-34.62795,82595BAEcobici,ICONIC
7736548BAEcobici,967,2020-05-18 08:53:44 UTC,7BAEcobici,007 - OBELISCO,CARLOS PELEGRINI 215,-58.381098,-34.606498,2020-05-18 09:09:51 UTC,144BAEcobici,144 - PUEYRREDÓN,684 Boulogne Sur Mer & Tucuman,-58.4060944,-34.6018744,666068BAEcobici,ICONIC
7736424BAEcobici,560,2020-05-18 07:57:20 UTC,261BAEcobici,272 - Plaza Bruno Giordano,Bruno Giordano&Neuquen,-58.440584,-34.616151,2020-05-18 08:06:40 UTC,227BAEcobici,188 - Aranguren,"137 Aranguren, Juan F., Dr. & Portugal",-58.432786,-34.610456,75413BAEcobici,ICONIC
