id_recorrido,duracion_recorrido,fecha_origen_recorrido,id_estacion_origen,nombre_estacion_origen,direccion_estacion_origen,long_estacion_origen,lat_estacion_origen,fecha_destino_recorrido,id_estacion_destino,nombre_estacion_destino,direccion_estacion_destino,long_estacion_destino,lat_estacion_destino,id_usuario,modelo_bicicleta
7737601BAEcobici,1219,2020-05-18 16:46:38 UTC,42BAEcobici,042 - Diagonal Norte,"Saenz Peña 938, Roque, Pres. Diagonal Norte Av. & Suipacha",-58.3800307,-34.6046074,2020-05-18 17:06:57 UTC,17BAEcobici,017 - Plaza Almagro,"441 Bulnes & Peron, Juan Domingo, Tte. General",-58.4187306,-34.6064101,666107BAEcobici,ICONIC
7737115BAEcobici,1124,2020-05-18 13:48:13 UTC,84BAEcobici,084 - Lavalle,Ayacucho 595,-58.3955144,-34.6023203,2020-05-18 14:06:57 UTC,70BAEcobici,070 - ARAOZ,1413 Araoz & Gorriti CABA,-58.4260597,-34.5926862,236888BAEcobici,ICONIC
7737412BAEcobici,982,2020-05-18 15:43:46 UTC,432BAEcobici,187 - Jose Maria Moreno,141 Jose Maria Moreno,-58.435801,-34.619879,2020-05-18 16:00:08 UTC,280BAEcobici,222 - SIMON BOLIVAR,"1701 Fernandez Moreno, Baldomero",-58.449379,-34.633528,31249BAEcobici,ICONIC
7737166BAEcobici,2979,2020-05-18 14:06:40 UTC,165BAEcobici,165 - PLAZA MONSEÑOR MIGUEL DE ANDREA,Dr Tomas Manuel De  Anchorena &  Jose A. Cabrera,-58.407614,-34.597048,2020-05-18 14:56:19 UTC,281BAEcobici,350 - Plaza Irlanda,Av. Gaona 2200,-58.458315,-34.613778,173304BAEcobici,ICONIC
7737169BAEcobici,777,2020-05-18 14:07:44 UTC,275BAEcobici,256 - PLAZA NORUEGA,Amenabar y Mendoza,-58.459148,-34.562396,2020-05-18 14:20:41 UTC,426BAEcobici,396 - PLAZA ALBERTI,Arcos & Roosevelt Franklin D.,-58.458538,-34.555081,294582BAEcobici,ICONIC
7737173BAEcobici,686,2020-05-18 14:09:34 UTC,146BAEcobici,146 - Hospital Francés,"3024 Calvo, Carlos",-58.4078419,-34.6221118,2020-05-18 14:21:00 UTC,183BAEcobici,183 - VIRREY CEVALLOS,Mexico 1652,-58.3899728,-34.6156994,166408BAEcobici,ICONIC
7737177BAEcobici,250,2020-05-18 14:10:25 UTC,12BAEcobici,012 - Plaza Vicente Lopez,Parana & Juncal,-58.388807,-34.5927096,2020-05-18 14:14:35 UTC,166BAEcobici,166 - Cementerio de Recoleta,Vicente López 2100,-58.394147942865644,-34.588346663239754,126060BAEcobici,ICONIC
7737793BAEcobici,1734,2020-05-18 17:58:36 UTC,92BAEcobici,092 - Salcedo,2908 Salcedo & Dean Funes,-58.4053386,-34.6316444,2020-05-18 18:27:30 UTC,175BAEcobici,147 - Constitución,Avenida Juan de Garay 1050,-58.380707,-34.626851,445455BAEcobici,ICONIC
7737195BAEcobici,1076,2020-05-18 14:15:40 UTC,92BAEcobici,092 - Salcedo,2908 Salcedo & Dean Funes,-58.4053386,-34.6316444,2020-05-18 14:33:36 UTC,92BAEcobici,092 - Salcedo,2908 Salcedo & Dean Funes,-58.4053386,-34.6316444,445455BAEcobici,ICONIC
7737199BAEcobici,261,2020-05-18 14:17:48 UTC,132BAEcobici,132 - CORRIENTES,Reconquista & Corrientes Av.,-58.372763,-34.6033685,2020-05-18 14:22:09 UTC,36BAEcobici,036 - MAIPÚ,MAIPÙ 300,-58.3767677,-34.6045481,138214BAEcobici,ICONIC
7737334BAEcobici,1557,2020-05-18 15:10:16 UTC,137BAEcobici,137 - AZOPARDO Y CHILE,AZOPARDO 700,-58.3674923,-34.6155977,2020-05-18 15:36:13 UTC,13BAEcobici,013 - ONCE,Av. Pueyrredon & Av. Rivadavia,-58.406,-34.61009,13102BAEcobici,ICONIC
7737218BAEcobici,626,2020-05-18 14:27:36 UTC,59BAEcobici,018 - Independencia,Idependencia y Bernardo de Irigoyen,-58.380565,-34.617654,2020-05-18 14:38:02 UTC,6BAEcobici,006 - Parque Lezama,"Avenida Martin Garcia, 295",-58.369758,-34.628526,91245BAEcobici,ICONIC
7737335BAEcobici,1348,2020-05-18 15:10:19 UTC,146BAEcobici,146 - Hospital Francés,"3024 Calvo, Carlos",-58.4078419,-34.6221118,2020-05-18 15:32:47 UTC,161BAEcobici,161 - Humahuaca,3912 Humahuaca,-58.4196761,-34.6020779,403355BAEcobici,ICONIC
7737214BAEcobici,1597,2020-05-18 14:26:00 UTC,73BAEcobici,073 - Ruy Díaz de Guzmán,Avenida Martin Garcia y Ruy Díaz de Guzmán,-58.3718235,-34.6306814,2020-05-18 14:52:37 UTC,146BAEcobici,146 - Hospital Francés,"3024 Calvo, Carlos",-58.4078419,-34.6221118,403355BAEcobici,ICONIC
7737215BAEcobici,396,2020-05-18 14:26:02 UTC,79BAEcobici,079 - AZUCENA VILLAFLOR,"Villaflor, Azucena & Dealessi, Pierina",-58.36393,-34.61189,2020-05-18 14:32:38 UTC,444BAEcobici,061-Ministerio de Economia,"Balcarce e Yrigoyen, Hipolito Av.",-58.370716,-34.608936,666110BAEcobici,ICONIC
7737227BAEcobici,1625,2020-05-18 14:32:09 UTC,95BAEcobici,095 - ESMERALDA,ESMERALDA 516,-58.3781678,-34.6021121,2020-05-18 14:59:14 UTC,135BAEcobici,135 - MARCELO T. DE ALVEAR,902 Esmeralda,-58.3787856,-34.5972818,86276BAEcobici,ICONIC
7737286BAEcobici,391,2020-05-18 14:54:17 UTC,116BAEcobici,116 - HOSPITAL ALEMÁN,Beruti & Ecuador,-58.4025894,-34.5921708,2020-05-18 15:00:48 UTC,64BAEcobici,064 - RIOBAMBA,Riobamba 1264 & Juncal,-58.3941087,-34.5936508,107479BAEcobici,ICONIC
7737319BAEcobici,1019,2020-05-18 15:04:15 UTC,23BAEcobici,023 - Suipacha,Suipacha & Viamonte,-58.379836,-34.600139,2020-05-18 15:21:14 UTC,150BAEcobici,150 - RODRIGO BUENO,Av. España 2200,-58.3554654,-34.6187547,626199BAEcobici,ICONIC
7737352BAEcobici,1804,2020-05-18 15:17:18 UTC,116BAEcobici,116 - HOSPITAL ALEMÁN,Beruti & Ecuador,-58.4025894,-34.5921708,2020-05-18 15:47:22 UTC,364BAEcobici,381 - Matienzo Y Arce,"1798 Matienzo, Benjamin, Teniente",-58.43447,-34.568693,431844BAEcobici,ICONIC
7737371BAEcobici,1182,2020-05-18 15:23:13 UTC,23BAEcobici,023 - Suipacha,Suipacha & Viamonte,-58.379836,-34.600139,2020-05-18 15:42:55 UTC,170BAEcobici,170 - SAN LUIS Y ECUADOR,2862 San Luis & Ecuador,-58.4061023,-34.5996644,620962BAEcobici,ICONIC
7737369BAEcobici,2945,2020-05-18 15:23:03 UTC,255BAEcobici,374 - Puan,Yerbal 1290,-58.448547,-34.622092,2020-05-18 16:12:08 UTC,255BAEcobici,374 - Puan,Yerbal 1290,-58.448547,-34.622092,456246BAEcobici,ICONIC
7737367BAEcobici,3839,2020-05-18 15:22:51 UTC,71BAEcobici,071 - CERRITO,Libertad & lavalle,-58.3833559,-34.6026673,2020-05-18 16:26:50 UTC,324BAEcobici,280 - JURAMENTO,5209 Juramento,-58.4840556,-34.578933,191020BAEcobici,ICONIC
7737379BAEcobici,1604,2020-05-18 15:26:11 UTC,204BAEcobici,167 - Hipólito Yrigoyen,"4300 Yrigoyen, Hipolito Av.",-58.427818,-34.614948,2020-05-18 15:52:55 UTC,163BAEcobici,163 - ONCE II,Bartolome Mitre & Av. Puyrredon,-58.4064308,-34.6095663,116804BAEcobici,ICONIC
7737388BAEcobici,2461,2020-05-18 15:31:11 UTC,255BAEcobici,374 - Puan,Yerbal 1290,-58.448547,-34.622092,2020-05-18 16:12:12 UTC,255BAEcobici,374 - Puan,Yerbal 1290,-58.448547,-34.622092,666118BAEcobici,ICONIC
7737436BAEcobici,508,2020-05-18 15:50:25 UTC,316BAEcobici,205 - SAN MARTIN,1471 Cucha Cucha,-58.453475,-34.605567,2020-05-18 15:58:53 UTC,167BAEcobici,275 - PLAZA 24 DE SEPTIEMBRE,1355 San Martin Av.,-58.44854,-34.606984,412708BAEcobici,ICONIC
7737423BAEcobici,1552,2020-05-18 15:47:04 UTC,75BAEcobici,075 - Plaza Primero de Mayo,238 Pichincha,-58.3989871,-34.6122976,2020-05-18 16:12:56 UTC,201BAEcobici,175 - Esmeralda y Corrientes,Esmeralda y Corrientes,-58.378167,-34.6034449,77206BAEcobici,ICONIC
7737465BAEcobici,2890,2020-05-18 16:01:33 UTC,84BAEcobici,084 - Lavalle,Ayacucho 595,-58.3955144,-34.6023203,2020-05-18 16:49:43 UTC,278BAEcobici,233 - MONROE,2519 Superi,-58.469813,-34.564122,647524BAEcobici,ICONIC
7737459BAEcobici,1037,2020-05-18 15:59:08 UTC,227BAEcobici,188 - Aranguren,"137 Aranguren, Juan F., Dr. & Portugal",-58.432786,-34.610456,2020-05-18 16:16:25 UTC,17BAEcobici,017 - Plaza Almagro,"441 Bulnes & Peron, Juan Domingo, Tte. General",-58.4187306,-34.6064101,466193BAEcobici,ICONIC
7737460BAEcobici,1199,2020-05-18 15:59:41 UTC,200BAEcobici,200 - AUSTRIA Y FRENCH,Austria 2075,-58.405361700000007,-34.5890696,2020-05-18 16:19:40 UTC,30BAEcobici,030 - Peña,Peña & Azcuenaga,-58.3973698,-34.5908211,666120BAEcobici,ICONIC
7737668BAEcobici,2326,2020-05-18 17:10:02 UTC,247BAEcobici,282 - Tronador,Triunvirato Av. & Tronador,-58.466494,-34.5838957,2020-05-18 17:48:48 UTC,29BAEcobici,029 - Parque Centenario,Av. Patricias Argentinas & Estivao,-58.4335573,-34.6079414,28466BAEcobici,ICONIC
7737499BAEcobici,502,2020-05-18 16:08:51 UTC,146BAEcobici,146 - Hospital Francés,"3024 Calvo, Carlos",-58.4078419,-34.6221118,2020-05-18 16:17:13 UTC,163BAEcobici,163 - ONCE II,Bartolome Mitre & Av. Puyrredon,-58.4064308,-34.6095663,236914BAEcobici,ICONIC
7738241BAEcobici,2397,2020-05-18 23:36:54 UTC,215BAEcobici,113 - Guatemala,Guatemala 4773,-58.424996,-34.585878,2020-05-19 00:16:51 UTC,183BAEcobici,183 - VIRREY CEVALLOS,Mexico 1652,-58.3899728,-34.6156994,666121BAEcobici,ICONIC
7737503BAEcobici,615,2020-05-18 16:10:23 UTC,275BAEcobici,256 - PLAZA NORUEGA,Amenabar y Mendoza,-58.459148,-34.562396,2020-05-18 16:20:38 UTC,416BAEcobici,257 - Plaza Francisco Ramirez,"2700 Pedraza, Manuela",-58.469133,-34.553262,310364BAEcobici,ICONIC
7737621BAEcobici,1371,2020-05-18 16:54:36 UTC,215BAEcobici,113 - Guatemala,Guatemala 4773,-58.424996,-34.585878,2020-05-18 17:17:27 UTC,156BAEcobici,156 - Plaza Alemania,2939 Cavia,-58.4074696,-34.5775895,77265BAEcobici,ICONIC
7737830BAEcobici,471,2020-05-18 18:10:13 UTC,361BAEcobici,258 - Plaza J.J. Paso,1399 Moldes,-58.453608,-34.569187,2020-05-18 18:18:04 UTC,355BAEcobici,242 - Plazoleta Rafael del Riego,o´higins 1327,-58.446381,-34.567483,666124BAEcobici,ICONIC
7738093BAEcobici,936,2020-05-18 20:36:12 UTC,275BAEcobici,256 - PLAZA NORUEGA,Amenabar y Mendoza,-58.459148,-34.562396,2020-05-18 20:51:48 UTC,275BAEcobici,256 - PLAZA NORUEGA,Amenabar y Mendoza,-58.459148,-34.562396,666124BAEcobici,ICONIC
7737997BAEcobici,1546,2020-05-18 19:25:45 UTC,355BAEcobici,242 - Plazoleta Rafael del Riego,o´higins 1327,-58.446381,-34.567483,2020-05-18 19:51:31 UTC,236BAEcobici,254 - Plaza Rafael Hernandez,Vuelta de Obligado 2004,-58.455166,-34.562161,666124BAEcobici,ICONIC
7737558BAEcobici,1711,2020-05-18 16:30:13 UTC,318BAEcobici,285 - ESPINOSA,1785 Espinosa,-58.457317,-34.603936,2020-05-18 16:58:44 UTC,182BAEcobici,182 - RAVIGNANI Y GUATEMALA,"2185 Ravignani, Emilio, Dr. & Guatemala",-58.4352466,-34.5780479,274642BAEcobici,ICONIC
7738084BAEcobici,12245,2020-05-18 20:24:22 UTC,179BAEcobici,179 - CASA SAN,Olavarría 811,-58.3642885,-34.6384786,2020-05-18 23:48:27 UTC,252BAEcobici,331 - CALIFORNIA,California y General Hornos,-58.374336,-34.647121,666125BAEcobici,ICONIC
7737563BAEcobici,1080,2020-05-18 16:33:56 UTC,166BAEcobici,166 - Cementerio de Recoleta,Vicente López 2100,-58.394147942865644,-34.588346663239754,2020-05-18 16:51:56 UTC,124BAEcobici,124 - UGARTECHE,3050 Ugarteche,-58.411965,-34.580538,536370BAEcobici,ICONIC
7737623BAEcobici,577,2020-05-18 16:54:56 UTC,32BAEcobici,032 - Catedral,67 San Martin,-58.3735984,-34.6072074,2020-05-18 17:04:33 UTC,130BAEcobici,130 - RETIRO II,"Ramos Mejia, Av Dr Jose Maria & Av. Del Libertador",-58.3745419,-34.5921056,355534BAEcobici,ICONIC
7737824BAEcobici,1666,2020-05-18 18:08:23 UTC,138BAEcobici,138 - Hospital Britanico,153 Perdriel,-58.3876724,-34.6353595,2020-05-18 18:36:09 UTC,197BAEcobici,197 - PLAZA CIUDAD DE UDINE,Mercedes 1480,-58.493044,-34.620998,121785BAEcobici,ICONIC
7737985BAEcobici,2549,2020-05-18 19:19:33 UTC,197BAEcobici,197 - PLAZA CIUDAD DE UDINE,Mercedes 1480,-58.493044,-34.620998,2020-05-18 20:02:02 UTC,184BAEcobici,184 - Pedro Echague,Pedro Echague 1878 & Combate De Los Pozos,-58.3913419,-34.6306129,121785BAEcobici,ICONIC
7737642BAEcobici,1551,2020-05-18 16:58:57 UTC,197BAEcobici,197 - PLAZA CIUDAD DE UDINE,Mercedes 1480,-58.493044,-34.620998,2020-05-18 17:24:48 UTC,171BAEcobici,171 - Pasteur,519 Pasteur,-58.3997553,-34.6032813,234633BAEcobici,ICONIC
7737651BAEcobici,1503,2020-05-18 17:02:07 UTC,91BAEcobici,091 - Pasco,708 Pasco & Chile,-58.397602,-34.6174482,2020-05-18 17:27:10 UTC,223BAEcobici,178 - José Marmol,803 José Marmol,-58.424853,-34.6234,73605BAEcobici,ICONIC
7737653BAEcobici,1180,2020-05-18 17:02:52 UTC,116BAEcobici,116 - HOSPITAL ALEMÁN,Beruti & Ecuador,-58.4025894,-34.5921708,2020-05-18 17:22:32 UTC,54BAEcobici,054 - Acuña de Figueroa,Lavalle 4015,-58.4220694,-34.5982097,9483BAEcobici,ICONIC
7737674BAEcobici,1716,2020-05-18 17:12:30 UTC,197BAEcobici,197 - PLAZA CIUDAD DE UDINE,Mercedes 1480,-58.493044,-34.620998,2020-05-18 17:41:06 UTC,9BAEcobici,009 - Parque Las Heras,"2300 Diaz, Cnel. Av. & French",-58.407741,-34.585443,361133BAEcobici,ICONIC
7737675BAEcobici,1691,2020-05-18 17:12:58 UTC,197BAEcobici,197 - PLAZA CIUDAD DE UDINE,Mercedes 1480,-58.493044,-34.620998,2020-05-18 17:41:09 UTC,9BAEcobici,009 - Parque Las Heras,"2300 Diaz, Cnel. Av. & French",-58.407741,-34.585443,495822BAEcobici,ICONIC
7737677BAEcobici,1242,2020-05-18 17:14:00 UTC,275BAEcobici,256 - PLAZA NORUEGA,Amenabar y Mendoza,-58.459148,-34.562396,2020-05-18 17:34:42 UTC,58BAEcobici,058 - Ministro Carranza,Santa Fe Av. & Dorrego,-58.4346883,-34.5752773,72900BAEcobici,ICONIC
7737679BAEcobici,1276,2020-05-18 17:14:55 UTC,275BAEcobici,256 - PLAZA NORUEGA,Amenabar y Mendoza,-58.459148,-34.562396,2020-05-18 17:36:11 UTC,364BAEcobici,381 - Matienzo Y Arce,"1798 Matienzo, Benjamin, Teniente",-58.43447,-34.568693,145207BAEcobici,ICONIC
7737689BAEcobici,728,2020-05-18 17:18:24 UTC,220BAEcobici,097 - Avelino Diaz,Avelino Diaz&Doblas,-58.427573,-34.635128,2020-05-18 17:30:32 UTC,343BAEcobici,219 - Parque Chacabuco 2 / off line,Av. Asamblea & Faraday,-58.4411639,-34.6357272,479698BAEcobici,ICONIC
7737694BAEcobici,1529,2020-05-18 17:20:36 UTC,275BAEcobici,256 - PLAZA NORUEGA,Amenabar y Mendoza,-58.459148,-34.562396,2020-05-18 17:46:05 UTC,14BAEcobici,014 - Pacifico,"Santa Fe Av. & Bullrich, Int. Av.",-58.426387,-34.577424,193184BAEcobici,ICONIC
7737695BAEcobici,957,2020-05-18 17:21:02 UTC,194BAEcobici,194 - PERÓN Y ACUÑA DE FIGUEROA,3997 TTE. GENERAL JUAN DOMINGO PERON,-58.4224635,-34.6060758,2020-05-18 17:36:59 UTC,305BAEcobici,398 - Rojas,731 Rojas,-58.44487,-34.612684,208090BAEcobici,ICONIC
7737740BAEcobici,721,2020-05-18 17:36:36 UTC,318BAEcobici,285 - ESPINOSA,1785 Espinosa,-58.457317,-34.603936,2020-05-18 17:48:37 UTC,290BAEcobici,224 - FERROCARRIL OESTE,"280 Garcia Lorca, Federico",-58.4456027,-34.6186003,212312BAEcobici,ICONIC
7737719BAEcobici,1496,2020-05-18 17:29:50 UTC,231BAEcobici,384 - PLAZA BENITO NAZAR,"Virasoro, Valentin & Figueroa, D Apolinario, Coronel",-58.445897,-34.605109,2020-05-18 17:54:46 UTC,231BAEcobici,384 - PLAZA BENITO NAZAR,"Virasoro, Valentin & Figueroa, D Apolinario, Coronel",-58.445897,-34.605109,160967BAEcobici,ICONIC
7737720BAEcobici,1877,2020-05-18 17:30:28 UTC,387BAEcobici,278 - Donato Alvarez,"1540 Garcia, Juan Agustin",-58.465568,-34.602028,2020-05-18 18:01:45 UTC,134BAEcobici,134 - SOLDADO DE LA FRONTERA,Soldado de la Frontera 4999,-58.4659,-34.68294,666131BAEcobici,ICONIC
7737756BAEcobici,478,2020-05-18 17:39:32 UTC,355BAEcobici,242 - Plazoleta Rafael del Riego,o´higins 1327,-58.446381,-34.567483,2020-05-18 17:47:30 UTC,236BAEcobici,254 - Plaza Rafael Hernandez,Vuelta de Obligado 2004,-58.455166,-34.562161,157197BAEcobici,ICONIC
7737744BAEcobici,381,2020-05-18 17:37:16 UTC,215BAEcobici,113 - Guatemala,Guatemala 4773,-58.424996,-34.585878,2020-05-18 17:43:37 UTC,14BAEcobici,014 - Pacifico,"Santa Fe Av. & Bullrich, Int. Av.",-58.426387,-34.577424,585429BAEcobici,ICONIC
7737757BAEcobici,5042,2020-05-18 17:39:42 UTC,95BAEcobici,095 - ESMERALDA,ESMERALDA 516,-58.3781678,-34.6021121,2020-05-18 19:03:44 UTC,20BAEcobici,020 - Distrito Audiovisual,Zapiola & Dorrego,-58.4417756,-34.5798619,81156BAEcobici,ICONIC
7737784BAEcobici,3994,2020-05-18 17:54:28 UTC,95BAEcobici,095 - ESMERALDA,ESMERALDA 516,-58.3781678,-34.6021121,2020-05-18 19:01:02 UTC,20BAEcobici,020 - Distrito Audiovisual,Zapiola & Dorrego,-58.4417756,-34.5798619,632384BAEcobici,ICONIC
7737789BAEcobici,938,2020-05-18 17:55:51 UTC,50BAEcobici,050 - Hospital Rivadavia,2516 Pereyra Lucena,-58.4010798,-34.5837348,2020-05-18 18:11:29 UTC,216BAEcobici,059 - Coronel Diaz,Guemes 3330 & Coronel Diaz,-58.411493,-34.589968,666132BAEcobici,ICONIC
7737872BAEcobici,1588,2020-05-18 18:22:24 UTC,87BAEcobici,087 - Guayaquil,Guayaquil & Doblas,-58.4314942,-34.619845,2020-05-18 18:48:52 UTC,213BAEcobici,136 - Acevedo,Acevedo y Padilla,-58.442685,-34.599659,666134BAEcobici,ICONIC
7737823BAEcobici,1800,2020-05-18 18:08:16 UTC,361BAEcobici,258 - Plaza J.J. Paso,1399 Moldes,-58.453608,-34.569187,2020-05-18 18:38:16 UTC,278BAEcobici,233 - MONROE,2519 Superi,-58.469813,-34.564122,666135BAEcobici,ICONIC
7737837BAEcobici,3011,2020-05-18 18:11:58 UTC,223BAEcobici,178 - José Marmol,803 José Marmol,-58.424853,-34.6234,2020-05-18 19:02:09 UTC,286BAEcobici,284 - BONIFACIO Y CARABOBO,"1913 Bonifacio, Jose",-58.4551112,-34.6304712,95488BAEcobici,ICONIC
7737835BAEcobici,3043,2020-05-18 18:11:42 UTC,223BAEcobici,178 - José Marmol,803 José Marmol,-58.424853,-34.6234,2020-05-18 19:02:25 UTC,286BAEcobici,284 - BONIFACIO Y CARABOBO,"1913 Bonifacio, Jose",-58.4551112,-34.6304712,182317BAEcobici,ICONIC
7737873BAEcobici,821,2020-05-18 18:22:46 UTC,323BAEcobici,240 - ECHEVERRIA,1981 Vidal,-58.459298,-34.565409,2020-05-18 18:36:27 UTC,248BAEcobici,346 - Plaza Zapiola,2001 Donado,-58.474635,-34.573522,420108BAEcobici,ICONIC
7737942BAEcobici,564,2020-05-18 18:57:18 UTC,236BAEcobici,254 - Plaza Rafael Hernandez,Vuelta de Obligado 2004,-58.455166,-34.562161,2020-05-18 19:06:42 UTC,278BAEcobici,233 - MONROE,2519 Superi,-58.469813,-34.564122,175114BAEcobici,ICONIC
7737890BAEcobici,104,2020-05-18 18:27:52 UTC,181BAEcobici,181 - BILLINGHURST Y MANSILLA,"1520 Billinghurst & Mansilla, Lucio Norberto, General",-58.4120072,-34.5926649,2020-05-18 18:29:36 UTC,181BAEcobici,181 - BILLINGHURST Y MANSILLA,"1520 Billinghurst & Mansilla, Lucio Norberto, General",-58.4120072,-34.5926649,307329BAEcobici,ICONIC
7737909BAEcobici,1547,2020-05-18 18:38:37 UTC,322BAEcobici,289 - MONTAÑESES,2786 Montañeses,-58.454181,-34.551304,2020-05-18 19:04:24 UTC,235BAEcobici,281 - Villa Urquiza,Triunvirato Av. & Roosevelt Franklin D. Av.,-58.487074,-34.573795,387640BAEcobici,ICONIC
7737917BAEcobici,2223,2020-05-18 18:44:55 UTC,316BAEcobici,205 - SAN MARTIN,1471 Cucha Cucha,-58.453475,-34.605567,2020-05-18 19:21:58 UTC,121BAEcobici,121 - YATAY,925 Yatay& Humahuaca,-58.4285093,-34.6011732,666138BAEcobici,ICONIC
7737916BAEcobici,2125,2020-05-18 18:44:50 UTC,353BAEcobici,237 - Madero Office,"367 Sanchez De Thompson, Mariquita",-58.364695,-34.599036,2020-05-18 19:20:15 UTC,175BAEcobici,147 - Constitución,Avenida Juan de Garay 1050,-58.380707,-34.626851,426473BAEcobici,ICONIC
7738165BAEcobici,1527,2020-05-18 21:48:38 UTC,167BAEcobici,275 - PLAZA 24 DE SEPTIEMBRE,1355 San Martin Av.,-58.44854,-34.606984,2020-05-18 22:14:05 UTC,106BAEcobici,106 - RINCÓN,Venezuela 2091,-58.3958827,-34.6152509,387877BAEcobici,ICONIC
7737970BAEcobici,344,2020-05-18 19:10:15 UTC,89BAEcobici,089 - Cabello,3082 Cabello,-58.4056671,-34.5825475,2020-05-18 19:15:59 UTC,90BAEcobici,090 - GUTIERREZ,"2685 Gutierrez, Juan Maria & Aguero",-58.3998749,-34.5866324,57126BAEcobici,ICONIC
7737976BAEcobici,1448,2020-05-18 19:13:34 UTC,85BAEcobici,085 - AGUERO,"Aguero & Mansilla, Lucio Norberto, General",-58.4091784,-34.5948057,2020-05-18 19:37:42 UTC,14BAEcobici,014 - Pacifico,"Santa Fe Av. & Bullrich, Int. Av.",-58.426387,-34.577424,352880BAEcobici,ICONIC
7737986BAEcobici,1394,2020-05-18 19:20:30 UTC,441BAEcobici,016 - Legislatura,"169 Peru & Roca, Julio A., Presidente Diagonal Sur Av.",-58.3748,-34.609801,2020-05-18 19:43:44 UTC,202BAEcobici,001 - FACULTAD DE DERECHO,Av. Pres. Figueroa Alcorta 2120,-58.390602,-34.583749,666141BAEcobici,ICONIC
7737979BAEcobici,684,2020-05-18 19:16:57 UTC,181BAEcobici,181 - BILLINGHURST Y MANSILLA,"1520 Billinghurst & Mansilla, Lucio Norberto, General",-58.4120072,-34.5926649,2020-05-18 19:28:21 UTC,174BAEcobici,174 - MINISTERIO DE EDUCACION,Marcelo T. de Alvear & Rodriguez Peña,-58.391768,-34.597225,84786BAEcobici,ICONIC
7737990BAEcobici,1301,2020-05-18 19:22:50 UTC,174BAEcobici,174 - MINISTERIO DE EDUCACION,Marcelo T. de Alvear & Rodriguez Peña,-58.391768,-34.597225,2020-05-18 19:44:31 UTC,99BAEcobici,099 - Malabia,780 Malabia & Loyola,-58.435408,-34.5960961,35057BAEcobici,ICONIC
7738001BAEcobici,298,2020-05-18 19:27:15 UTC,241BAEcobici,348 - Villa del Parque,"Gutierrez, Ricardo 3105",-58.494123,-34.600874,2020-05-18 19:32:13 UTC,385BAEcobici,268 - Plaza Aristóbulo Del Valle,Campana Y MARCOS SASTRE,-58.493141345207654,-34.606159914753725,275903BAEcobici,ICONIC
7738097BAEcobici,2453,2020-05-18 20:41:51 UTC,273BAEcobici,223 - GAINZA,"494 Gainza, Martin De, Gral.",-58.446751,-34.616758,2020-05-18 21:22:44 UTC,124BAEcobici,124 - UGARTECHE,3050 Ugarteche,-58.411965,-34.580538,640169BAEcobici,ICONIC
7738078BAEcobici,126,2020-05-18 20:22:06 UTC,387BAEcobici,278 - Donato Alvarez,"1540 Garcia, Juan Agustin",-58.465568,-34.602028,2020-05-18 20:24:12 UTC,387BAEcobici,278 - Donato Alvarez,"1540 Garcia, Juan Agustin",-58.465568,-34.602028,285460BAEcobici,ICONIC
7738034BAEcobici,1002,2020-05-18 19:51:00 UTC,87BAEcobici,087 - Guayaquil,Guayaquil & Doblas,-58.4314942,-34.619845,2020-05-18 20:07:42 UTC,134BAEcobici,134 - SOLDADO DE LA FRONTERA,Soldado de la Frontera 4999,-58.4659,-34.68294,382684BAEcobici,ICONIC
7738095BAEcobici,659,2020-05-18 20:37:38 UTC,193BAEcobici,193 - ARENALES Y AGUERO,Arenales y Aguero,-58.4061652,-34.5908626,2020-05-18 20:48:37 UTC,161BAEcobici,161 - Humahuaca,3912 Humahuaca,-58.4196761,-34.6020779,5729BAEcobici,ICONIC
7738056BAEcobici,1889,2020-05-18 20:07:29 UTC,194BAEcobici,194 - PERÓN Y ACUÑA DE FIGUEROA,3997 TTE. GENERAL JUAN DOMINGO PERON,-58.4224635,-34.6060758,2020-05-18 20:38:58 UTC,175BAEcobici,147 - Constitución,Avenida Juan de Garay 1050,-58.380707,-34.626851,485720BAEcobici,ICONIC
7738069BAEcobici,1978,2020-05-18 20:13:13 UTC,432BAEcobici,187 - Jose Maria Moreno,141 Jose Maria Moreno,-58.435801,-34.619879,2020-05-18 20:46:11 UTC,25BAEcobici,025 - Plaza Guemes,"Salguero, Jeronimo & Mansilla, Lucio Norberto, General",-58.4161178,-34.5894269,64668BAEcobici,ICONIC
7738077BAEcobici,563,2020-05-18 20:22:05 UTC,295BAEcobici,392 - Calasanz,San Jose De Calasanz & Valle,-58.437683,-34.624802,2020-05-18 20:31:28 UTC,223BAEcobici,178 - José Marmol,803 José Marmol,-58.424853,-34.6234,230023BAEcobici,ICONIC
7738081BAEcobici,773,2020-05-18 20:23:18 UTC,105BAEcobici,105 - 15 DE NOVIEMBRE,2687 15 De Noviembre De 1889 & Catamarca,-58.4008662,-34.6340844,2020-05-18 20:36:11 UTC,188BAEcobici,373 - Jorgelina De Simone,Cochabamba 1755,-58.3904814,-34.623923,582430BAEcobici,ICONIC
7738080BAEcobici,283,2020-05-18 20:22:42 UTC,247BAEcobici,282 - Tronador,Triunvirato Av. & Tronador,-58.466494,-34.5838957,2020-05-18 20:27:25 UTC,247BAEcobici,282 - Tronador,Triunvirato Av. & Tronador,-58.466494,-34.5838957,666146BAEcobici,ICONIC
