long;lat;id;nombre;anio_de_in;tipo;cantidad;ubicacion;clasificac;calle;altura;calle2;barrio;comuna;codigo_postal;codigo_postal_argentino
-58,37372893;-34,60333397;28;LINEA B FLORIDA;2011;4U;1;VIA PUBLICA;SUBTE;CORRIENTES AV.;500;;San Nicolas;Comuna 1;1043;C1043AAR
-58,36893042;-34,60300997;29;LINEA B LEANDRO N. ALEM;2011;4U;1;VIA PUBLICA;SUBTE;CORRIENTES AV.;100;;San Nicolas;Comuna 1;1043;C1043AAN
-58,37735983;-34,59559788;30;LINEA C GRAL SAN MARTIN;2011;4U;1;VIA PUBLICA;SUBTE;SANTA FE AV.;700;;Retiro;Comuna 1;1059;C1059ABN
-58,37906394;-34,60899998;31;LINEA C AV DE MAYO;2011;4U;1;VIA PUBLICA;SUBTE;DE MAYO AV.;900;;Monserrat;Comuna 1;1084;C1084AAQ
-58,3784991;-34,62220642;32;LINEA C SAN JUAN;2011;4U;1;VIA PUBLICA;SUBTE;SAN JUAN AV.;900;;Constitucion;Comuna 1;1147;C1147AAT
-58,37948348;-34,62786049;33;LINEA C CONSTITUCION;2011;4U;1;VIA PUBLICA;SUBTE;BRASIL;1100;;Constitucion;Comuna 1;1154;C1154AAR
-58,46196128;-34,55626827;34;LINEA D CONGRESO DE TUCUMAN;2011;4U;1;VIA PUBLICA;SUBTE;CABILDO AV.;2800;;Belgrano;Comuna 13;1428;C1428AAW
-58,45591417;-34,56312678;35;LINEA D JURAMENTO;2011;4U;1;VIA PUBLICA;SUBTE;CABILDO AV.;2000;;Belgrano;Comuna 13;1428;C1428AAO
-58,45231246;-34,56622351;36;LINEA D JOSE HERNANDEZ;2011;4U;1;VIA PUBLICA;SUBTE;CABILDO AV.;1600;;Colegiales;Comuna 13;1426;C1426ABP
-58,44378461;-34,57065155;37;LINEA D OLLEROS;2011;4U;1;VIA PUBLICA;SUBTE;CABILDO AV.;700;;Colegiales;Comuna 13;1426;C1426AAT
-58,43333137;-34,57608655;38;LINEA D MINISTRO CARRANZA;2011;4U;1;VIA PUBLICA;SUBTE;SANTA FE AV.;5200;;Palermo;Comuna 14;1425;C1425BIN
-58,42619862;-34,57838333;39;LINEA D PALERMO;2011;4U;1;VIA PUBLICA;SUBTE;SANTA FE AV.;4600;;Palermo;Comuna 14;1425;C1425BHU
-58,41999238;-34,58252853;40;LINEA D PLAZA ITALIA;2011;4U;1;VIA PUBLICA;SUBTE;SANTA FE AV.;4000;;Palermo;Comuna 14;1425;C1425BHO
-58,41824864;-34,58372759;41;LINEA D SCALABRINI ORTIZ;2011;4U;1;VIA PUBLICA;SUBTE;SANTA FE AV.;3900;;Palermo;Comuna 14;1425;C1425BHN
-58,40229058;-34,59457282;42;LINEA D PUEYRREDON;2011;4U;1;VIA PUBLICA;SUBTE;SANTA FE AV.;2500;;Recoleta;Comuna 2;1123;C1123AAT
-58,39707301;-34,59983627;43;LINEA D FACULTAD DE MEDICINA;2011;4U;1;VIA PUBLICA;SUBTE;CORDOBA AV.;2100;;Balvanera;Comuna 3;1120;C1120AAP
-58,38515757;-34,6016877;44;LINEA D TRIBUNALES;2011;4U;1;VIA PUBLICA;SUBTE;TUCUMAN;1300;;San Nicolas;Comuna 1;1049;C1049AAZ
-58,3792852;-34,60509858;45;LINEA D 9 DE JULIO;2011;4U;1;VIA PUBLICA;SUBTE;SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV.;900;;San Nicolas;Comuna 1;;
-58,37375455;-34,60797335;46;LINEA D CATEDRAL;2011;4U;1;VIA PUBLICA;SUBTE;SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV.;502;;Monserrat;Comuna 1;;
-58,46058707;-34,64312168;47;LINEA E PLAZA DE LOS VIRREYES;2011;4U;1;VIA PUBLICA;SUBTE;SAN PEDRITO;0;PERON, EVA AV.;Flores;Comuna 7;;
-58,45853437;-34,63938826;48;LINEA E VARELA;2011;4U;1;VIA PUBLICA;SUBTE;VARELA AV.;900;;Flores;Comuna 7;1406;C1406EKR
-58,45028248;-34,63693561;49;LINEA E MEDALLA MILAGROSA;2011;4U;1;VIA PUBLICA;SUBTE;PERON, EVA AV.;2000;;Parque Chacabuco;Comuna 7;1406;C1406HMU
-58,44079096;-34,63014367;50;LINEA E EMILIO MITRE;2011;4U;1;VIA PUBLICA;SUBTE;PERON, EVA AV.;1100;;Parque Chacabuco;Comuna 7;1424;C1424CJN
-58,43367671;-34,62810925;51;LINEA E JOSE M. MORENO;2011;4U;1;VIA PUBLICA;SUBTE;DIRECTORIO AV.;500;;Parque Chacabuco;Comuna 7;1424;C1424CIR
-58,4254246;-34,62691461;52;LINEA E AV. LA PLATA;2011;4U;1;VIA PUBLICA;SUBTE;SAN JUAN AV.;4300;;Boedo;Comuna 5;1233;C1233ABZ
-58,41458333;-34,6253646;53;LINEA E BOEDO;2011;4U;1;VIA PUBLICA;SUBTE;SAN JUAN AV.;3500;;Boedo;Comuna 5;1233;C1233ABR
-58,4087157;-34,62467683;54;LINEA E GENERAL URQUIZA;2011;4U;1;VIA PUBLICA;SUBTE;SAN JUAN AV.;3100;;San Cristobal;Comuna 3;1233;C1233ABN
-58,40199272;-34,62386235;55;LINEA E JUJUY;2011;4U;1;VIA PUBLICA;SUBTE;SAN JUAN AV.;2700;;San Cristobal;Comuna 3;1232;C1232AAV
-58,39626902;-34,62316062;56;LINEA E PICHINCHA;2011;4U;1;VIA PUBLICA;SUBTE;SAN JUAN AV.;2200;;San Cristobal;Comuna 3;1232;C1232AAQ
-58,38426914;-34,62241698;57;LINEA E SAN JOSE;2011;4U;1;VIA PUBLICA;SUBTE;SAN JUAN AV.;1300;;Constitucion;Comuna 1;1148;C1148AAN
-58,37603037;-34,6128527;58;LINEA E BELGRANO;2011;4U;1;VIA PUBLICA;SUBTE;BELGRANO AV.;700;;Monserrat;Comuna 1;1092;C1092AAT
-58,37346254;-34,60924796;59;LINEA E BOLIVAR;2011;4U;1;VIA PUBLICA;SUBTE;ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV.;502;;Monserrat;Comuna 1;1067;C1067ABN
-58,38662557;-34,59991723;60;CGPC 1;2011;4U;1;VIA PUBLICA;EDIFICIOS PUBLICOS;URUGUAY AV.;751;;San Nicolas;Comuna 1;1015;C1015ABO
-58,43122403;-34,60884075;61;CGPC 6;2011;4U;1;VIA PUBLICA;EDIFICIOS PUBLICOS;DIAZ VELEZ AV.;4558;;Caballito;Comuna 6;1405;C1405DCN
-58,46693311;-34,63014801;62;CGPC 7;2011;4U;1;VIA PUBLICA;EDIFICIOS PUBLICOS;RIVADAVIA AV.;7202;;Flores;Comuna 7;1406;C1406GMP
-58,45526079;-34,68480341;63;CGPC 8;2011;4U;1;VIA PUBLICA;EDIFICIOS PUBLICOS;ROCA, CNEL. AV.;5252;;Villa Riachuelo;Comuna 8;1439;C1439DVN
-58,50498314;-34,65968006;64;CGPC 9;2011;4U;1;VIA PUBLICA;EDIFICIOS PUBLICOS;GORDILLO, TIMOTEO;2212;;Mataderos;Comuna 9;1440;C1440EET
-58,48349832;-34,63186953;65;CGPC 10;2011;4U;1;VIA PUBLICA;EDIFICIOS PUBLICOS;BACACAY;3968;;Floresta;Comuna 10;1407;C1407EDN
-58,51602797;-34,60832803;66;CGPC 11;2011;4U;1;VIA PUBLICA;EDIFICIOS PUBLICOS;BEIRO, FRANCISCO AV.;4629;;Villa Devoto;Comuna 11;1419;C1419HZI
-58,46402943;-34,55375693;67;CGPC 13;2011;4U;1;VIA PUBLICA;EDIFICIOS PUBLICOS;CABILDO AV.;3067;;Nuñez;Comuna 13;1429;C1429AAB
-58,40943386;-34,5872262;68;CGPC 14;2011;4U;1;VIA PUBLICA;EDIFICIOS PUBLICOS;BERUTI;3325;;Palermo;Comuna 14;1425;C1425BBQ
-58,36966173;-34,61126213;69;PLAZA ADUANA;2011;4U;1;VIA PUBLICA;ESPACIOS VERDES;MORENO;0;PASEO COLON AV.;Monserrat;Comuna 1;;
-58,42064662;-34,5801036;70;PLAZA ITALIA;2011;4U;1;VIA PUBLICA;ESPACIOS VERDES;SANTA FE AV.;0;THAMES;Palermo;Comuna 14;;
-58,38536887;-34,60106338;71;TRIBUNALES;2011;4U;1;VIA PUBLICA;ESPACIOS VERDES;TALCAHUANO;0;TUCUMAN;San Nicolas;Comuna 1;;
-58,37456236;-34,59223694;72;RETIRO;2011;4U;1;VIA PUBLICA;ESPACIOS VERDES;DEL LIBERTADOR AV.;0;RAMOS MEJIA, JOSE MARIA, DR. AV.;Retiro;Comuna 1;;
-58,40952182;-34,6177102;73;HOSPITAL RAMOS MEJIA;2011;4U;1;VIA PUBLICA;HOSPITALES;URQUIZA, GRAL.;609;;Balvanera;Comuna 3;1221;C1221ADC
-58,39585185;-34,63134137;74;HOSPITAL GARRAHAM;2011;4U;1;VIA PUBLICA;HOSPITALES;PICHINCHA AV.;1890;;Parque Patricios;Comuna 4;1249;C1249ABN
-58,40142607;-34,59210401;75;HOSPITAL ALEMAN;2011;4U;1;VIA PUBLICA;HOSPITALES;PUEYRREDON AV.;1640;;Recoleta;Comuna 2;1118;C1118AAT
-58,4709791;-34,58741651;76;HOSPITAL TORNU;2011;4U;1;VIA PUBLICA;HOSPITALES;COMBATIENTES DE MALVINAS AV.;3002;;Parque Chas;Comuna 15;1431;C1431FTA
-58,5017791;-34,61837273;77;HOSPITAL DE REHABILITACION MANUEL ROCA;2011;4U;1;VIA PUBLICA;HOSPITALES;SEGUROLA AV.;1949;;Monte Castro;Comuna 10;1407;C1407AOM
-58,44092747;-34,55395311;78;INSTITUTO DE REHABILITACION PSICOFISICO;2011;4U;1;VIA PUBLICA;HOSPITALES;ECHEVERRIA;955;;Belgrano;Comuna 13;1428;C1428DQG
-58,45560249;-34,56130319;79;MUSEO LARRETA;2011;4U;1;VIA PUBLICA;EDIFICIOS CULTURALES;JURAMENTO AV.;2291;;Belgrano;Comuna 13;1428;C1428DNK
-58,40049533;-34,58257574;80;MUSEO DE ARTE DECORATIVO;2011;4U;1;VIA PUBLICA;EDIFICIOS CULTURALES;DEL LIBERTADOR AV.;1902;;Palermo;Comuna 14;1425;C1425AAS
-58,38578911;-34,5863027;81;MUSEO DE ARQUITECTURA;2011;4U;1;VIA PUBLICA;EDIFICIOS CULTURALES;DEL LIBERTADOR AV.;999;;Recoleta;Comuna 2;1001;C1001ABJ
-58,443342;-34,56819669;82;TEA CONECTION;2011;4U;1;VIA PUBLICA;GASTRONOMICOS;LACROZE, FEDERICO AV.;2233;;Palermo;Comuna 14;1426;C1426CPH
-58,45304012;-34,56130884;83;TEA CONECTION;2011;4U;1;VIA PUBLICA;GASTRONOMICOS;ARCOS;0;ECHEVERRIA;Belgrano;Comuna 13;;
-58,38966072;-34,58588743;84;PALAIS DE GLACE;2011;4U;1;VIA PUBLICA;EDIFICIOS CULTURALES;POSADAS;1725;;Recoleta;Comuna 2;1112;C1112ADE
-58,3757179;-34,62283243;85;DIRECCION DE OBRAS;2011;4U;1;VIA PUBLICA;EDIFICIOS PUBLICOS;CHACABUCO;1261;;San Telmo;Comuna 1;1140;C1140AAA
-58,41230648;-34,60761382;86;DIRECCION GENERAL DE ESTADISTICAS Y CENSOS;2011;4U;1;VIA PUBLICA;EDIFICIOS PUBLICOS;PERON, JUAN DOMINGO, TTE. GENERAL;3253;;Balvanera;Comuna 3;1198;C1198AAI
-58,37019503;-34,60891628;87;MINISTERIO DE PLANIFICACION;2011;4U;1;VIA PUBLICA;EDIFICIOS PUBLICOS;YRIGOYEN, HIPOLITO AV.;250;;Monserrat;Comuna 1;1086;C1086AAB
-58,40819784;-34,60779973;88;AGENCIA GUBERNAMENTAL DE CONTROL;2011;4U;1;VIA PUBLICA;EDIFICIOS PUBLICOS;PERON, JUAN DOMINGO, TTE. GENERAL;2933;;Balvanera;Comuna 3;1198;C1198AAC
-58,38904608;-34,60899418;89;VIA PUBLICA;2011;4U;1;VIA PUBLICA;ESPACIOS VERDES;RIVADAVIA AV.;0;CEVALLOS, VIRREY;San Nicolas;Comuna 1;;
-58,40722145;-34,58091218;90;HOSPITAL DR. J. A. FERNANDEZ;2011;4U;1;VIA PUBLICA;HOSPITALES;CERVIÑO AV.;0;RUGGIERI, SILVIO L.;Palermo;Comuna 14;;
-58,42359581;-34,6597866;91;ESCUELA FERRE Nº5;2011;4U;1;VIA PUBLICA;ESCUELAS;FERRE;1957;;Nueva Pompeya;Comuna 4;1437;C1437FUK
-58,37579183;-34,60346039;92;AUDITORIA GRAL DE LA CIUDAD;2011;4U;1;VIA PUBLICA;EDIFICIOS PUBLICOS;CORRIENTES AV.;640;;San Nicolas;Comuna 1;1043;C1043AAT
-58,36964873;-34,61156709;93;ANSES;2011;4U;1;VIA PUBLICA;EDIFICIOS PUBLICOS;PASEO COLON AV.;329;;Monserrat;Comuna 1;1063;C1063ACD
-58,44263407;-34,62789781;94;SAINT EXUPERY;2011;4U;1;VIA PUBLICA;ESCUELAS;BONIFACIO, JOSE;1075;;Caballito;Comuna 6;1424;C1424CHU
-58,37661361;-34,6067867;95;MAIPU 116;2011;4U;1;VIA PUBLICA;EDIFICIOS PUBLICOS;MAIPU;116;;San Nicolas;Comuna 1;1084;C1084ABD
-58,3728499;-34,59774076;96;RECONQUISTA 865;2011;4U;1;VIA PUBLICA;EDIFICIOS PUBLICOS;RECONQUISTA;865;;Retiro;Comuna 1;1003;C1003ABQ
-58,3726537;-34,59936785;97;RECONQUISTA 723;2011;4U;1;VIA PUBLICA;EDIFICIOS PUBLICOS;RECONQUISTA;723;;San Nicolas;Comuna 1;1003;C1003ABO
-58,37222619;-34,60624969;98;RECONQUISTA 135;2011;4U;1;VIA PUBLICA;EDIFICIOS PUBLICOS;RECONQUISTA;135;;San Nicolas;Comuna 1;1003;C1003ABC
-58,39380748;-34,63742513;99;HOSPITAL MUÑIZ;2011;4U;1;VIA PUBLICA;HOSPITALES;USPALLATA;2272;;Parque Patricios;Comuna 4;1282;C1282AEN
-58,38011512;-34,5910563;100;MUSEO FERNANDEZ BLANCO;2011;4U;1;VIA PUBLICA;EDIFICIOS CULTURALES;SUIPACHA;1422;;Retiro;Comuna 1;1011;C1011ACF
-58,4146796;-34,5807159;101;MUSEO EVITA;2011;4U;1;VIA PUBLICA;EDIFICIOS CULTURALES;LAFINUR;2988;;Palermo;Comuna 14;1425;C1425FAB
-58,38059925;-34,654729;102;CENTRO METROPOLITANO DE DISEÑO;2011;4U;1;VIA PUBLICA;EDIFICIOS CULTURALES;VILLARINO;2498;;Barracas;Comuna 4;1273;C1273AEB
-58,37917695;-34,58992883;103;MUSEO NACIONAL FERROVIARIO;2011;4U;1;VIA PUBLICA;EDIFICIOS CULTURALES;DEL LIBERTADOR AV.;405;;Retiro;Comuna 1;1001;C1001ABE
-58,41145882;-34,57088339;104;PLANETARIO;2011;4U;1;VIA PUBLICA;EDIFICIOS CULTURALES;SARMIENTO AV.;0;ROLDAN, BELISARIO AV.;Palermo;Comuna 14;;
-58,40489822;-34,57997984;105;MUSEO JOSE HERNANDEZ;2011;4U;1;VIA PUBLICA;EDIFICIOS CULTURALES;DEL LIBERTADOR AV.;2373;;Palermo;Comuna 14;1425;C1425AAJ
-58,42118287;-34,57053028;106;MUSEO DE ARTES PLASTICAS EDUARDO SIVORI;2011;4U;1;VIA PUBLICA;EDIFICIOS CULTURALES;ISABEL, INFANTA AV.;555;;Palermo;Comuna 14;;
-58,38042592;-34,61147594;107;ASI;2012;4U;1;VIA PUBLICA;EDIFICIOS PUBLICOS;IRIGOYEN, BERNARDO DE;272;;Monserrat;Comuna 1;1072;C1072AAF
-58,45526079;-34,68480341;108;DIRECCION GENERAL DE LICENCIAS;2012;4U;1;INTERIOR;EDIFICIOS PUBLICOS;ROCA, CNEL. AV.;5252;;Villa Riachuelo;Comuna 8;1439;C1439DVN
-58,41903612;-34,5828306;109;JARDIN BOTANICO;2012;4U;2;INTERIOR;ESPACIOS VERDES;SANTA FE AV.;3951;;Palermo;Comuna 14;1425;C1425BHB
-58,39171378;-34,58659776;110;CC RECOLETA;2012;4U;2;INTERIOR;EDIFICIOS CULTURALES;JUNIN;1930;;Recoleta;Comuna 2;1113;C1113AAX
-58,4036381;-34,57732984;111;MALBA;2012;4U;2;VIA PUBLICA;EDIFICIOS CULTURALES;FIGUEROA ALCORTA, PRES. AV.;3415;;Palermo;Comuna 14;1425;C1425CLA
-58,43984605;-34,58199046;112;IDEAS DEL SUR;2012;4U;2;VIA PUBLICA;OTROS;RAVIGNANI, EMILIO, DR.;1664;;Palermo;Comuna 14;1414;C1414CPN
-58,35596556;-34,62881209;113;USINA DE LAS ARTES;2012;4U;1;INTERIOR;EDIFICIOS CULTURALES;DON PEDRO DE MENDOZA AV.;0;CAFFARENA, AGUSTIN R.;La Boca;Comuna 4;;
-58,37364358;-34,6080661;114;JEFATURA DE GOBIERNO;2012;4U;1;INTERIOR;EDIFICIOS PUBLICOS;BOLIVAR;1;;Monserrat;Comuna 1;1066;C1066AAA
-58,37453293;-34,60847008;115;CULTURA;2012;4U;1;INTERIOR;EDIFICIOS PUBLICOS;DE MAYO AV.;575;;Monserrat;Comuna 1;1084;C1084AAA
-58,38390066;-34,59926258;116;PLAZA LAVALLE;2013;4U;1;VIA PUBLICA;AV. CORDOBA- ESPACIOS VERDES;CORDOBA AV.;1200;;San Nicolas;Comuna 1;1055;C1055AAO
-58,38989178;-34,59956436;117;RESTAURANT;2013;4U;1;VIA PUBLICA;AV. CORDOBA;CORDOBA AV.;1616;;San Nicolas;Comuna 1;1055;C1055AAT
-58,39076631;-34,59962192;118;RESTAURANT;2013;4U;1;VIA PUBLICA;AV. CORDOBA;CORDOBA AV.;1662;;San Nicolas;Comuna 1;1055;C1055AAT
-58,37157312;-34,59853321;119;TECHINT;2013;4U;1;VIA PUBLICA;AV. CORDOBA;CORDOBA AV.;302;;San Nicolas;Comuna 1;1054;C1054AAP
-58,42708609;-34,5959931;120;AYRES;2013;4U;1;VIA PUBLICA;AV. CORDOBA;CORDOBA AV.;4307;;Palermo;Comuna 14;1414;C1414BAB
-58,42838265;-34,59547011;121;BANCO DE LA NACION ARGENTINA;2013;4U;1;VIA PUBLICA;AV. CORDOBA;CORDOBA AV.;4416;;Villa Crespo;Comuna 15;1414;C1414BAP
-58,42857904;-34,59508121;122;PORTSAID;2013;4U;1;VIA PUBLICA;AV. CORDOBA;CORDOBA AV.;4453;;Palermo;Comuna 14;1414;C1414BAC
-58,42916035;-34,59499511;123;LOCAL;2013;4U;1;VIA PUBLICA;AV. CORDOBA;CORDOBA AV.;4500;;Villa Crespo;Comuna 15;1414;C1414BAP
-58,43006709;-34,5944331;124;YAGMOUR;2013;4U;1;VIA PUBLICA;AV. CORDOBA;CORDOBA AV.;4600;;Villa Crespo;Comuna 15;1414;C1414BAQ
-58,38246432;-34,60364659;125;OCA;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;1111;;San Nicolas;Comuna 1;1043;C1043AAL
-58,3844922;-34,60376559;126;ORIX;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;1255;;San Nicolas;Comuna 1;1043;C1043AAM
-58,38476823;-34,60398953;127;KIOSKO;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;1280;;San Nicolas;Comuna 1;1043;C1043AAZ
-58,38549129;-34,60382419;128;EQUUS;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;1321;;San Nicolas;Comuna 1;1043;C1043ABA
-58,38601539;-34,60385491;129;LOS INMORTALES;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;1365;;San Nicolas;Comuna 1;1043;C1043ABA
-58,38686735;-34,60411815;130;BANCO CIUDAD;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;1418;;San Nicolas;Comuna 1;1042;C1042AAN
-58,38715772;-34,60393512;131;COLEGIO PUBLICO DE ABOGADOS;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;1441;;San Nicolas;Comuna 1;1042;C1042AAA
-58,38803416;-34,60421482;132;PIZZERIA;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;1504;;San Nicolas;Comuna 1;1042;C1042AAO
-58,3891205;-34,60409679;133;KIOSKO;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;1587;;San Nicolas;Comuna 1;1042;C1042AAB
-58,39152936;-34,60449203;134;OFICINAS;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;1750;;San Nicolas;Comuna 1;1042;C1042AAQ
-58,39414751;-34,60436142;135;RESTAURANTE GREEN LIFE;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;1915;;Balvanera;Comuna 3;1045;C1045AAB
-58,39453025;-34,60457803;136;PIZZA ZAPI;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;1948;;Balvanera;Comuna 3;1045;C1045AAO
-58,39776323;-34,60445584;137;BANCO PATAGONIA;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;2171;;Balvanera;Comuna 3;1045;C1045AAD
-58,3988453;-34,6044994;138;BANCO FRANCES;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;2249;;Balvanera;Comuna 3;1046;C1046AAA
-58,40120272;-34,60479248;139;SANTANDER;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;2426;;Balvanera;Comuna 3;1046;C1046AAP
-58,40155958;-34,60480375;140;BANCO HSBC;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;2458;;Balvanera;Comuna 3;1046;C1046AAP
-58,40155958;-34,60480375;141;BANCO CIUDAD;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;2458;;Balvanera;Comuna 3;1046;C1046AAP
-58,41083243;-34,60415111;142;JUST SPORT;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;3234;;Balvanera;Comuna 3;1193;C1193AAR
-58,41101471;-34,60394283;143;SHOPPING ABASTO;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;3247;;Balvanera;Comuna 3;1193;C1193AAE
-58,41101471;-34,60394283;144;SHOPPING ABASTO;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;3247;;Balvanera;Comuna 3;1193;C1193AAE
-58,41307411;-34,60402517;145;BANCO CIUDAD;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;3399;;Balvanera;Comuna 3;1193;C1193AAF
-58,41503168;-34,60381891;146;ARGENPER;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;3547;;Almagro;Comuna 5;1194;C1194AAB
-58,41668897;-34,60372031;147;CORREO ARGENTINO;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;3700;;Almagro;Comuna 5;1194;C1194AAP
-58,41683353;-34,60348064;148;LA CONTINENTAL;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;3701;;Almagro;Comuna 5;1194;C1194AAD
-58,41794467;-34,60358672;149;ICBC;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;3800;;Almagro;Comuna 5;1194;C1194AAQ
-58,42025368;-34,60313637;150;MOVISTAR;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;3953;;Almagro;Comuna 5;1194;C1194AAF
-58,42282526;-34,60288039;151;BAR LA ORQUIDEA;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;4113;;Almagro;Comuna 5;1195;C1195AAA
-58,42298883;-34,60308205;152;BANCO CREDICOP;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;4124;;Almagro;Comuna 5;1195;C1195AAN
-58,4233595;-34,60304526;153;BANCO GALICIA;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;4152;;Almagro;Comuna 5;1195;C1195AAN
-58,37279568;-34,60305983;154;SEÑOR SANDWICH;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;419;;San Nicolas;Comuna 1;1043;C1043AAE
-58,42524141;-34,60264067;155;BANCO NACION;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;4279;;Almagro;Comuna 5;1195;C1195AAB
-58,42657128;-34,60250917;156;ESCUELA DE PASTELERIA;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;4367;;Almagro;Comuna 5;1195;C1195AAC
-58,37305764;-34,60307589;157;ORSNA;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;441;;San Nicolas;Comuna 1;1043;C1043AAE
-58,42901694;-34,60248315;158;CENTRO DOS;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;4524;;Almagro;Comuna 5;1195;C1195AAR
-58,42958806;-34,60220683;159;RESTAURANT;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;4567;;Almagro;Comuna 5;1195;C1195AAE
-58,43424943;-34,60150269;160;EL TREBOL;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;4854;;Villa Crespo;Comuna 15;1414;C1414AJO
-58,43753909;-34,60040149;161;BANCO SANTANDER;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;5100;;Villa Crespo;Comuna 15;1414;C1414AJQ
-58,43780406;-34,60007938;162;BANCO FRANCES;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;5117;;Villa Crespo;Comuna 15;1414;C1414AJE
-58,43899588;-34,5998548;163;EL IMPERIO;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;5206;;Villa Crespo;Comuna 15;1414;C1414AJS
-58,44060466;-34,59835701;164;BANCO ICBC;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;5386;;Villa Crespo;Comuna 15;1414;C1414AJT
-58,44045711;-34,59816874;165;BANCO PROVINCIA;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;5391;;Villa Crespo;Comuna 15;1414;C1414AJG
-58,44121258;-34,59779292;166;BONAFIDE;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;5444;;Villa Crespo;Comuna 15;1414;C1414AJU
-58,44205006;-34,59701579;167;TARJETA NARANJA;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;5530;;Villa Crespo;Comuna 15;1414;C1414AJV
-58,44212815;-34,59661813;168;BANCO ITAU;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;5563;;Villa Crespo;Comuna 15;1414;C1414AJI
-58,44245215;-34,59664265;169;PIZZERIA NAPOLES;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;5580;;Villa Crespo;Comuna 15;1414;C1414AJV
-58,37469905;-34,60339342;170;PERSONAL;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;566;;San Nicolas;Comuna 1;1043;C1043AAS
-58,44677056;-34,59263586;171;BAR DOLCE HORA;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;6096;;Villa Crespo;Comuna 15;1414;C1414AKN
-58,37695569;-34,60353172;172;IGLESIA;2013;4U;1;VIA PUBLICA;AV. CORRIENTES;CORRIENTES AV.;718;;San Nicolas;Comuna 1;1043;C1043AAU
